p (mbar),Tpot (K),rho (g/m**3),wd(deg)
992.68,293.89,1171.7,165.7
992.7,293.71,1172.4,15.53
992.76,293.79,1172.09,50.32
992.8,293.47,1173.53,41.61
992.8,293.11,1175.01,359.7
992.79,292.9,1175.89,215.5
992.8,292.85,1176.09,40.55
992.82,292.76,1176.51,22.31
992.82,292.55,1177.38,98.5
992.82,292.14,1179.08,185.4
992.86,291.93,1180.06,63.91
992.97,291.74,1180.94,82.7
992.96,291.5,1181.9,174.4
992.96,291.26,1182.71,147
992.96,291.14,1183.12,289.7
992.97,291.07,1183.35,44.09
992.96,290.98,1183.69,16.4
992.97,290.94,1183.87,14.26
992.97,290.93,1183.88,46.43
992.96,290.75,1184.74,23.56
992.97,290.6,1185.4,142.8
992.95,290.19,1187.29,207.1
992.95,289.91,1188.44,211.2
992.96,289.83,1188.59,221.4
992.88,289.94,1187.99,206
992.9,289.92,1188.2,162.2
992.91,289.62,1189.77,203.7
992.92,289.53,1190.21,196.3
992.91,289.34,1191.01,201
992.91,289.25,1191.41,162.7
992.92,289.12,1191.94,160.8
992.85,288.95,1192.48,184.6
992.81,288.95,1192.43,159.3
992.81,288.96,1192.33,79.9
992.8,288.97,1192.3,13.83
992.8,288.92,1192.52,77.9
992.8,288.9,1192.6,132.9
992.78,288.82,1192.92,130.3
992.71,288.81,1192.89,344.1
992.76,288.73,1193.32,42.11
992.8,288.53,1194.28,132.4
992.81,288.27,1195.41,173.4
992.81,288.15,1195.9,198.9
992.82,288.15,1195.89,195.6
992.87,288.1,1196.14,210.6
992.92,288.08,1196.27,153.4
992.94,288.29,1195.38,154
993.01,288.62,1194.01,134
993.01,289.05,1192.19,129.2
993.04,289.69,1189.52,123
993.05,290.31,1186.95,94.2
993.05,290.93,1184.38,127.8
993.08,290.89,1184.57,179.7
993.13,291.1,1183.68,160.2
993.14,291.25,1183.05,143.7
993.16,291.78,1180.85,153.4
993.23,292.37,1178.48,140.9
993.24,292.27,1178.91,123.4
993.21,292.51,1177.83,126
993.19,293.11,1175.32,121.4
993.15,293.64,1173.1,113.3
993.13,294.05,1171.4,110.6
993.08,294.02,1171.46,101.4
993.05,294.23,1170.49,103.5
993.02,294.74,1168.33,95.4
992.94,295.41,1165.48,112.5
992.92,296.4,1161.41,103.3
992.89,297.21,1158.16,124
992.84,298.36,1153.55,124.6
992.79,299.15,1150.45,104.9
992.7,299.64,1148.61,95
992.66,300.25,1146.45,139
992.55,301.02,1143.72,154.4
992.49,301.14,1142.87,160.3
992.43,301.53,1141.33,163.2
992.4,301.56,1141.13,149.3
992.31,302.09,1139.01,130.9
992.2,302.65,1136.87,131.6
992.18,302.51,1137.5,88
992.11,302.88,1136.21,115.7
992.03,303.11,1135.3,135.4
991.92,303.72,1133.08,164
991.81,303.8,1132.96,145.7
991.73,303.86,1132.71,138.7
991.66,304.14,1131.59,131.1
991.59,304.05,1131.87,135.1
991.49,304.43,1130.27,92.5
991.43,304.31,1130.7,114.6
991.33,304.41,1130.24,123
991.22,304.54,1129.7,136.1
991.17,304.37,1130.28,122.1
991.08,304.49,1129.77,119.6
991,304.74,1128.71,144.9
990.92,304.92,1128.02,169.2
990.83,305.03,1127.51,70.2
990.79,305.06,1127.34,112.8
990.7,304.96,1127.6,77.9
990.68,304.93,1127.79,116.1
990.61,305.31,1126.33,148.2
990.56,305.21,1126.64,123
990.57,305.24,1126.51,144.3
990.51,305.01,1127.31,103.3
990.47,305.08,1127.01,83.6
990.48,305.02,1127.19,98.2
990.5,304.9,1127.57,77.3
990.49,304.61,1128.61,79.2
990.46,304.56,1128.79,97.5
990.44,304.46,1129.19,64.88
990.41,304.37,1129.39,88.1
990.34,304.34,1129.36,113.8
990.3,304.25,1129.67,71.2
990.28,303.94,1130.82,51.56
990.28,303.71,1131.72,55.22
990.28,303.57,1132.28,62.29
990.25,303.35,1133.08,63.33
990.28,303.17,1133.83,56.92
990.31,302.94,1134.68,70.1
990.26,302.76,1135.37,73.5
990.22,302.46,1136.4,84.1
990.24,302,1138.1,64.17
990.31,301.59,1139.74,48.57
990.36,301.42,1140.44,45.17
990.45,301.31,1140.9,51.37
990.57,301.11,1141.8,16.69
990.61,301.02,1142.22,306.8
990.66,300.9,1142.76,351.3
990.69,300.57,1144.05,288.1
990.7,300.43,1144.61,18.64
990.79,300.24,1145.4,9.95
990.83,299.69,1147.49,251.3
990.84,299.6,1147.97,293.7
990.88,299.81,1147.19,343.5
990.94,299.13,1149.88,255.1
990.96,299.09,1150.1,213.7
991.05,299.29,1149.38,13.73
991.08,298.88,1150.95,240.1
991.1,298.8,1151.31,262.8
991.19,298.66,1151.91,235.1
991.22,298.49,1152.61,172.8
991.24,298.25,1153.56,216
991.3,297.96,1154.72,207
991.43,297.47,1156.72,194.2
991.43,297.19,1157.82,216.9
991.46,296.98,1158.56,60.18
991.46,296.64,1159.89,60.12
991.45,296.38,1160.92,20.73
991.52,295.9,1162.86,168.3
991.54,295.37,1165.06,236.1
991.54,294.92,1166.92,220.9
991.48,294.87,1167.05,229.9
991.47,294.65,1167.93,238.3
991.55,294.34,1169.2,280.2
991.55,293.89,1171.02,207.1
991.57,293.34,1173.3,209.1
991.56,292.99,1174.68,179.3
991.55,292.64,1176.09,178.2
991.55,292.39,1177.1,189.7
991.5,292.3,1177.29,202.2
991.47,292.2,1177.64,207.7
991.46,292.16,1177.82,19.54
991.46,292.14,1177.9,353.3
991.43,292.13,1177.93,99.7
991.4,292.04,1178.29,101.2
991.37,291.86,1179.05,346.1
991.37,291.69,1179.81,179
991.36,291.35,1181.23,212.8
991.35,291.13,1182.17,173.2
991.32,290.83,1183.24,138
991.16,290.57,1184.2,161.3
991.13,290.43,1184.75,125.5
991.13,290.31,1185.26,140.8
991.15,290.16,1185.91,150.6
991.1,290.07,1186.23,77.2
991.05,290.04,1186.29,47.72
991.04,290.15,1185.86,57.03
991.06,290.07,1186.2,3.3
991.08,290.08,1186.21,116.5
991.08,289.93,1186.88,152.5
991.01,289.91,1186.89,129.8
990.96,289.73,1187.62,145.2
990.97,289.46,1188.83,148
990.96,289.29,1189.47,134.9
990.96,289.24,1189.68,128.7
990.95,289.14,1190.11,141.1
990.96,288.98,1190.8,126.6
991.01,288.85,1191.41,115.6
991.09,288.77,1191.79,100.4
991.17,288.71,1192.09,58.03
991.24,288.73,1192.08,74.3
991.33,288.8,1191.85,83.5
991.33,289.1,1190.61,140.7
991.36,289.32,1189.75,150.9
991.42,289.58,1188.68,149.9
991.41,290.31,1185.6,37.44
991.44,291.09,1182.36,117
991.45,291.6,1180.33,159.6
991.46,291.53,1180.54,181.1
991.5,291.73,1179.75,194.6
991.55,292.21,1177.81,163.5
991.51,292.85,1175.16,138.2
991.53,292.92,1174.93,193.9
991.45,292.91,1174.88,203.5
991.39,293.74,1171.43,171.4
991.36,294.52,1168.19,167.1
991.32,295.07,1165.93,137.3
991.3,295.46,1164.34,109.1
991.27,295.76,1163.04,118.4
991.31,296.07,1161.9,86.8
991.32,296.83,1158.86,119.7
991.31,297.02,1158.05,75.5
991.28,297.1,1157.73,81.2
991.2,297.55,1155.84,51.15
991.13,298.68,1151.34,102.3
991.07,300.14,1145.54,137.5
990.96,300.37,1144.74,145.1
990.95,300.91,1142.38,126.6
990.88,300.9,1142.56,104.5
990.8,301.17,1141.45,106.1
990.71,301.77,1138.97,125.3
990.64,302.29,1136.98,163.5
990.51,302.68,1135.34,117.1
990.38,302.83,1134.76,124.4
990.27,303.33,1132.83,165.4
990.22,303.12,1133.66,87.5
990.13,303.42,1132.41,49.68
990.07,303.34,1132.76,64.17
989.94,303.83,1131.06,61.09
989.86,303.69,1131.44,64.63
989.8,303.92,1130.5,73
989.68,304.5,1128.32,107
989.6,304.85,1127.2,65.39
989.43,304.67,1127.89,96.1
989.29,305.17,1125.85,95.5
989.23,304.77,1127.37,63.09
989.2,304.37,1128.97,77.3
989.14,304.94,1126.72,150.6
989.08,305.15,1125.89,123.4
988.99,305.2,1125.56,127.7
988.95,305.2,1125.67,156.2
988.86,305.18,1125.82,103.6
988.82,305.22,1125.57,152.6
988.71,305.05,1126.32,100.4
988.6,305,1126.34,95.3
988.56,304.88,1126.69,98.6
988.47,304.93,1126.54,92.7
988.39,304.89,1126.6,60.91
988.37,304.74,1127.23,64.58
988.29,304.67,1127.41,58.45
988.28,304.67,1127.41,76
988.26,304.63,1127.56,65.18
988.19,304.7,1127.13,95.7
988.15,304.64,1127.42,67.01
988.13,304.19,1128.92,55.21
988.1,303.97,1129.79,54.01
988.04,303.82,1130.38,50.54
988.05,303.67,1130.99,53.81
988.02,303.49,1131.65,52.72
988.01,303.37,1132.13,46.78
988,303.19,1132.8,44.31
988.01,302.98,1133.52,42.52
988,302.68,1134.63,45.6
988,302.37,1135.78,31.02
987.93,302.24,1136.24,18.6
987.95,301.87,1137.61,1.37
987.91,301.69,1138.31,1.51
987.95,301.22,1140.11,358.6
988,301.14,1140.52,8.19
988,300.94,1141.27,14.85
988.03,300.34,1143.52,31
988.08,299.77,1145.77,325.2
988.14,299.64,1146.27,33.08
988.13,299.67,1145.97,348.9
988.15,299.73,1145.59,337
988.15,299.75,1145.35,347.6
988.16,299.78,1145.12,350.3
988.16,299.83,1144.85,351.4
988.21,299.61,1145.65,347
988.24,299.24,1147.08,356.4
988.24,298.77,1148.9,52.21
988.28,297.92,1152.29,206.3
988.37,297.88,1152.58,227.2
988.44,297.94,1152.38,4.78
988.54,297.75,1153.18,37.84
988.63,297.49,1154.29,20.01
988.7,297.09,1155.87,216.8
988.74,296.91,1156.62,243.4
988.74,296.63,1157.71,48.83
988.74,296.19,1159.48,41.77
988.75,295.95,1160.46,12.62
988.8,295.71,1161.4,223.9
988.76,295.51,1162.15,234.3
988.77,295.21,1163.32,231.8
988.79,294.92,1164.49,219.7
988.78,294.46,1166.33,220.2
988.75,293.99,1168.17,28.5
988.7,293.81,1168.86,228
988.62,293.69,1169.25,205.5
988.63,293.45,1170.2,163.4
988.62,293.36,1170.63,125.8
988.62,293.18,1171.34,82.1
988.64,292.87,1172.6,44.85
988.65,292.69,1173.33,61.72
988.65,292.57,1173.84,347.9
988.66,292.38,1174.64,41.05
988.67,292.1,1175.84,215.5
988.68,291.86,1176.81,339.6
988.67,291.77,1177.1,64.36
988.72,291.7,1177.42,115.2
988.73,291.5,1178.25,355
988.68,291.4,1178.62,325.5
988.69,291.41,1178.58,62.44
988.7,291.22,1179.4,40.78
988.7,291.07,1179.97,360
988.69,290.99,1180.36,26.68
988.69,290.74,1181.35,2.89
988.69,290.59,1182.04,224.2
988.59,290.46,1182.46,203.3
988.6,290.5,1182.33,8.14
988.66,290.46,1182.58,35.68
988.74,290.37,1182.97,46.08
988.76,290.26,1183.46,22.16
988.73,290.18,1183.78,31.89
988.86,289.88,1185.13,36.88
988.88,289.7,1185.96,251.3
988.85,289.71,1185.92,262.6
988.91,289.69,1186.04,57.95
988.97,289.45,1187.12,86.2
988.99,289.17,1188.38,194.3
988.98,288.96,1189.21,199.5
988.98,288.98,1189.09,209.2
988.96,288.95,1189.24,216.5
989,288.92,1189.39,158.7
989.06,288.81,1189.95,203.3
989.15,288.73,1190.34,203.7
989.24,288.96,1189.46,163.7
989.23,289.44,1187.45,152.1
989.21,289.8,1185.92,160.3
989.14,290.19,1184.23,144
989.13,290.91,1181.25,74.9
989.2,291.36,1179.41,93.9
989.24,291.17,1180.21,82.1
989.29,290.89,1181.37,111.4
989.36,291.29,1179.77,128.5
989.34,291.88,1177.31,144.6
989.29,292.25,1175.75,142.6
989.29,292.85,1173.26,122
989.29,293.29,1171.44,135.9
989.25,293.77,1169.51,145.9
989.32,294.05,1168.39,147.1
989.37,294.28,1167.48,114.3
989.36,294.51,1166.6,186.9
989.32,294.94,1164.83,145.1
989.33,295.45,1162.74,136.8
989.41,296.02,1160.6,147.1
989.47,296.67,1158.06,158.2
989.43,297.07,1156.45,144.5
989.36,297.57,1154.42,156.9
989.34,298.72,1149.86,110.4
989.24,298.55,1150.37,82.8
989.26,298.57,1150.26,63.34
989.29,298.86,1149.32,101.5
989.24,299.83,1145.55,183.7
989.22,300.06,1144.49,83.8
989.12,299.81,1145.32,60.64
989.02,300.2,1143.89,36.8
988.99,300.52,1142.67,52.46
989.01,300.5,1142.96,44.39
989.09,300.79,1142.02,69
989.12,301.03,1141.66,115.7
989.08,301.46,1140.21,127.4
988.98,301.69,1139.12,113.8
988.97,301.91,1138.07,108.2
988.94,302.2,1137.19,135.6
988.88,302.31,1136.62,105.3
988.77,302.07,1137.52,80.3
988.71,302.15,1137.42,83.2
988.64,302.43,1136.23,131.6
988.57,302.39,1136.4,76.7
988.41,302.59,1135.48,106
988.36,302.66,1135.03,65.2
988.29,302.6,1135.26,50.44
988.17,302.51,1135.61,43.09
988.2,302.48,1135.69,79.8
988.14,302.73,1134.67,102.8
988.08,302.84,1134.3,104.9
988,303.07,1133.34,128.5
987.91,302.97,1133.75,101.7
987.88,303.12,1133.15,91.7
987.84,303.25,1132.62,148.8
987.74,303.03,1133.43,56.35
987.77,302.74,1134.54,87.5
987.72,302.95,1133.67,58.59
987.76,302.96,1133.66,103.2
987.74,302.79,1134.36,68.24
987.64,302.64,1134.94,61.7
987.69,302.56,1135.27,98.5
987.65,302.56,1135.16,90.3
987.65,302.35,1135.99,62.85
987.62,302.2,1136.52,58.4
987.63,302.1,1136.79,67.13
987.63,301.95,1137.25,59.71
987.55,301.76,1137.85,60.27
987.54,301.48,1138.86,57.22
987.67,301.3,1139.64,61.32
987.64,301.19,1140,60.85
987.63,300.87,1141.2,54.71
987.64,300.64,1142.07,52.63
987.76,300.39,1143.07,49.99
987.95,299.95,1144.46,53.45
988.08,299.58,1145.79,52.74
988.13,299.32,1146.65,56.17
988.19,299.03,1147.72,55.26
988.25,298.88,1148.29,58.03
988.23,298.67,1149.02,58.4
988.27,298.5,1149.7,59.5
988.37,298.36,1150.3,61.08
988.45,298.16,1151.12,73.1
988.5,298,1151.76,66.72
988.58,297.79,1152.69,64.01
988.64,297.6,1153.49,47.17
988.72,297.35,1154.55,26.36
988.74,297.13,1155.47,3.42
988.74,296.99,1156.07,352.8
988.74,296.97,1156.17,337.6
988.81,296.74,1157.15,321.5
988.77,296.57,1157.85,336.6
988.74,296.6,1157.71,331.8
988.68,296.39,1158.48,313.1
988.76,296.61,1157.71,332.9
988.74,296.55,1157.92,244.8
988.78,296.48,1158.27,102
988.77,296.31,1158.96,43.66
988.78,296.15,1159.59,45.84
988.72,295.94,1160.44,13.61
988.63,295.86,1160.72,24.5
988.64,295.56,1161.91,14.21
988.66,295.53,1162.05,28.24
988.66,295.37,1162.67,92.5
988.64,295.04,1163.96,32.09
988.64,294.89,1164.61,63.42
988.63,294.61,1165.75,58.94
988.53,294.44,1166.37,53.41
988.42,294.24,1167.1,53.05
988.44,294.05,1167.91,48.53
988.47,293.89,1168.56,38.12
988.43,293.82,1168.87,25.67
988.34,293.84,1168.71,19.16
988.28,293.76,1169.03,20.34
988.27,293.64,1169.53,20
988.16,293.5,1170.04,17.83
988.15,293.37,1170.58,17.2
988.1,293.22,1171.15,12.96
988.06,293.06,1171.83,12.84
988.01,292.91,1172.4,16.49
987.99,292.88,1172.52,15.47
987.98,292.74,1173.1,18.24
987.91,292.61,1173.6,37.77
987.86,292.25,1174.97,25.56
987.85,292.06,1175.79,47.08
987.76,291.93,1176.23,48.87
987.76,291.65,1177.32,50.42
987.86,291.38,1178.49,50.35
987.9,291.21,1179.24,12.91
987.81,290.96,1180.18,354.6
987.79,290.68,1181.33,316.9
987.86,290.42,1182.58,331.8
987.87,290.4,1182.8,356.6
987.79,290.31,1183.18,356.8
987.64,290.07,1184.11,1.2
987.63,289.92,1184.78,347.5
987.62,289.77,1185.44,3.54
987.64,289.75,1185.58,10.09
987.69,289.59,1186.32,15.43
987.75,289.51,1186.71,344
987.85,289.42,1187.2,353.4
987.98,289.27,1187.97,10.37
988.01,289.14,1188.57,344.8
988.04,289.05,1188.96,336.9
988.11,289.31,1187.98,10.64
988.14,289.55,1187.04,10.15
988.21,289.67,1186.62,3.64
988.26,289.74,1186.43,2.93
988.3,289.76,1186.36,4.74
988.29,289.97,1185.5,5.87
988.22,290.26,1184.21,15.65
988.18,290.56,1182.93,22.21
988.16,291,1181.08,28.32
988.1,291.61,1178.51,26.47
988.14,291.88,1177.47,33.82
988.09,291.94,1177.19,24.81
988.12,292.22,1176.05,30.41
988.04,292.64,1174.18,44.6
987.99,292.7,1173.91,48.24
987.99,293.04,1172.48,42.06
987.95,293.35,1171.19,51.26
987.92,293.73,1169.56,49.31
987.85,294.07,1168.12,25.84
987.77,294.6,1165.88,30.17
987.68,294.88,1164.6,33.75
987.65,295.32,1162.78,34.23
987.6,295.82,1160.68,34.21
987.52,296.34,1158.51,48.15
987.49,296.74,1156.91,39.92
987.39,297.04,1155.69,37.21
987.21,297.43,1153.93,42.03
987.1,297.94,1151.83,35.57
986.95,298.12,1151.06,45.1
986.89,298.36,1150.14,38.52
986.91,298.56,1149.39,50.24
986.88,298.95,1147.95,47.99
986.78,299.05,1147.52,47.47
986.71,299.26,1146.69,58.79
986.64,299.37,1146.24,50.34
986.66,299.71,1144.95,48.07
986.6,299.99,1143.88,60.04
986.53,300.22,1142.93,73
986.53,300.62,1141.34,86.6
986.38,300.81,1140.56,106.4
986.21,300.9,1140.07,98.3
986.1,301,1139.6,92.5
986.01,301.26,1138.5,114.3
985.87,301.51,1137.45,114.7
985.76,301.33,1138.07,58.93
985.69,301.22,1138.48,93
985.55,301.49,1137.33,82
985.5,301.68,1136.53,75
985.4,301.69,1136.43,86.6
985.28,301.77,1136.05,56.4
985.24,301.61,1136.62,80.5
985.12,301.59,1136.59,60.15
985.02,301.75,1135.81,61.08
984.95,301.75,1135.78,73.8
984.86,301.6,1136.27,54.91
984.83,301.64,1136.11,53.56
984.81,301.62,1136.16,54.84
984.82,301.62,1136.16,52.66
984.81,301.53,1136.48,56.17
984.82,301.38,1137.08,62.81
984.78,301.13,1138.04,49.91
984.75,301.02,1138.41,53.55
984.76,300.93,1138.76,53.22
984.8,300.78,1139.34,56.53
984.8,300.6,1140.07,58.95
984.83,300.47,1140.61,54.79
984.9,300.31,1141.27,60.69
984.98,300.13,1142.07,55
985.05,299.87,1143.15,52.67
985.05,299.64,1144.05,59.74
985.05,299.41,1144.94,53.07
985.07,299.18,1145.81,44.79
985.03,298.83,1147.15,40.86
985.01,298.52,1148.32,43.22
985.05,298.22,1149.48,59.08
985.13,297.97,1150.48,121.3
985.19,297.68,1151.71,11.4
985.29,297.49,1152.55,6.99
985.35,297.34,1153.17,16.94
985.38,297.37,1153.09,8.17
985.41,297.34,1153.23,17.08
985.42,297.36,1153.15,20.9
985.43,297.28,1153.49,11.46
985.44,296.91,1154.92,10.41
985.41,296.66,1155.86,11.36
985.44,296.62,1156.05,5.07
985.45,296.49,1156.56,9.89
985.46,296.29,1157.36,9.87
985.57,296.08,1158.28,17.63
985.58,295.92,1158.91,17.67
985.58,295.91,1158.95,10.51
985.57,295.72,1159.68,15.69
985.57,295.4,1160.94,17.05
985.6,295.18,1161.81,19.9
985.6,294.92,1162.85,18.67
985.58,294.97,1162.62,13.43
985.47,294.83,1163.09,17.07
985.47,294.76,1163.37,12.88
985.47,294.53,1164.27,2.02
985.49,294.08,1166.12,228.6
985.56,293.78,1167.33,42.55
985.55,293.37,1168.98,264.9
985.52,293.18,1169.74,213.6
985.48,293.02,1170.3,184.5
985.49,292.89,1170.84,161.8
985.46,292.87,1170.86,84.3
985.39,292.69,1171.55,198
985.27,292.42,1172.53,139
985.35,292.18,1173.57,199.9
985.4,292.05,1174.16,209.7
985.37,291.93,1174.57,144.2
985.38,291.57,1176.04,79
985.35,291.35,1176.89,59.72
985.46,291.18,1177.67,48.8
985.53,291.07,1178.18,100.7
985.64,290.67,1179.94,283.1
985.63,290.48,1180.72,199
985.64,290.38,1181.12,207.5
985.68,290.38,1181.2,201
985.7,290.35,1181.31,215
985.72,290.18,1182.07,197.7
985.77,289.75,1183.92,229.4
985.8,289.63,1184.34,210.4
985.83,289.62,1184.39,100.5
985.88,289.64,1184.35,179.5
985.93,289.49,1185,206.7
985.95,289.52,1184.99,195
985.91,289.46,1185.13,211.3
985.92,289.4,1185.39,193.6
985.94,289.26,1185.96,204.4
985.93,289.08,1186.79,179.6
985.92,288.86,1187.71,203.3
985.81,288.88,1187.5,13.9
985.89,288.84,1187.72,84.1
985.98,288.7,1188.34,279.3
986.1,288.84,1187.89,215.6
986.2,288.48,1189.55,186.8
986.18,288.45,1189.7,240.7
986.23,288.44,1189.7,193.2
986.18,288.47,1189.52,186.7
986.07,288.53,1189.16,192.7
986.05,288.64,1188.62,139.8
985.99,288.83,1187.73,195.2
986.01,289,1186.99,133.6
986.1,289.37,1185.59,147.6
986.18,289.97,1182.83,99.7
986.21,290.22,1182.02,145.6
986.27,290.56,1180.54,174.1
986.42,291.49,1176.76,125.2
986.54,291.43,1177.21,118
986.5,290.73,1180.07,106.1
986.56,291.53,1176.85,171
986.64,291.75,1175.91,158
986.63,291.92,1175.06,108
986.61,291.96,1174.79,144.1
986.6,292.47,1172.56,155.7
986.66,293.06,1170.15,139.1
986.6,293.42,1168.55,102.3
986.67,293.68,1167.56,157.1
986.61,293.62,1167.61,180.8
986.73,293.35,1168.44,268.2
986.9,292.63,1171.27,253.9
986.87,292.52,1171.53,70.6
986.85,292.58,1171.27,54.54
986.9,292.68,1170.97,64.78
986.95,292.78,1170.65,118.5
986.91,292.93,1169.91,3.64
986.95,292.93,1169.94,106
986.99,292.73,1170.59,117.4
987.02,292.77,1170.4,285.7
987.04,292.59,1171.22,217.9
987.13,292.52,1171.54,190.6
987.15,292.67,1170.88,144.4
987.07,292.73,1170.58,179.1
987.15,292.88,1169.87,146.6
987.16,293.31,1168.03,123.2
987.13,293.82,1165.91,131.2
987.07,293.86,1165.7,47.82
986.94,294.01,1165.32,356.9
986.93,294.74,1162.49,254.1
986.92,294.73,1162.74,301.1
986.83,294.73,1162.7,314.3
986.7,294.63,1163.1,301.1
986.57,294.73,1162.61,268.1
986.58,295.01,1161.49,344
986.57,295.33,1160.29,279.7
986.56,295.66,1158.94,282.4
986.57,295.43,1159.92,294.1
986.52,295.11,1161.2,306.9
986.51,295.3,1160.38,289
986.53,295.66,1159,299.6
986.6,295.8,1158.52,304.3
986.56,295.78,1158.6,278.4
986.55,295.73,1158.81,268.4
986.6,295.71,1158.97,262.4
986.39,295.53,1159.55,330.4
986.21,295.42,1159.84,302.4
986.12,295.53,1159.38,309.5
986.04,295.56,1159.21,358.6
986.07,295.7,1158.66,308.4
986.06,295.8,1158.36,295
985.95,295.74,1158.5,323
985.92,295.91,1157.85,346.7
985.89,296.02,1157.45,23.99
985.93,295.97,1157.69,126.6
985.76,295.93,1157.66,354.6
985.67,295.98,1157.39,222
985.64,295.74,1158.38,308.1
985.68,295.52,1159.35,296.7
985.68,295.29,1160.33,353.4
985.59,295.21,1160.53,25.91
985.55,295.09,1160.97,277.7
985.5,294.9,1161.68,252.6
985.48,294.74,1162.3,256.5
985.44,294.53,1163.07,250
985.52,294.32,1163.98,258.6
985.46,294.12,1164.68,252.5
985.51,293.96,1165.32,250.2
985.51,293.85,1165.75,254.3
985.6,293.76,1166.23,243.7
985.74,293.65,1166.76,268.7
985.91,293.6,1167.11,217.2
986.05,293.58,1167.36,270.3
986.05,293.62,1167.17,126.2
986.11,293.51,1167.64,38.2
986.1,293.62,1167.22,11.09
986.06,293.65,1167.13,336.2
985.94,293.65,1167.01,356
985.81,293.54,1167.31,8.48
985.81,293.45,1167.64,28.09
985.79,293.35,1167.97,20.36
985.73,293.23,1168.3,36.21
985.69,293.19,1168.4,354.9
985.58,293.15,1168.42,357
985.57,293.08,1168.64,4.63
985.55,292.92,1169.18,344.2
985.85,292.67,1170.34,239.4
986,292.33,1171.82,250
986.07,291.63,1174.66,275.4
986.31,291.38,1176.02,328.3
986.32,291.27,1176.43,42.11
986.41,291.09,1177.03,20.43
986.46,290.8,1178.34,16.46
986.45,290.38,1180.29,239
986.44,290.02,1182,244.4
986.26,289.88,1182.43,244
986.27,289.92,1182.18,187.4
986.42,290.01,1181.87,90.9
986.28,289.95,1181.99,314.9
986.4,289.88,1182.37,15.24
986.3,289.8,1182.64,260.7
986.36,289.76,1182.89,2.72
986.49,289.77,1182.95,357.2
986.5,289.61,1183.67,25.36
986.39,289.49,1184.13,29.14
986.36,289.38,1184.59,25.86
986.19,289.44,1184.17,211.4
986.16,289.5,1183.86,196.6
986.12,289.57,1183.54,206.4
986.08,289.53,1183.67,210.6
986.03,289.63,1183.16,184.7
985.91,289.59,1183.26,212.4
985.92,289.64,1183.07,203.7
985.86,289.62,1183.16,224.8
985.76,289.62,1183.08,232.1
985.74,289.68,1182.78,251
985.76,289.73,1182.57,242.6
985.67,289.75,1182.38,249.4
985.67,289.75,1182.4,251.3
985.68,289.75,1182.45,250.5
985.8,289.69,1182.87,287
985.81,289.64,1183.14,262.6
985.68,289.57,1183.36,264.6
985.58,289.45,1183.83,255.5
985.46,289.35,1184.19,242.9
985.52,289.29,1184.48,246.8
985.49,289.31,1184.38,249.8
985.38,289.31,1184.3,259.4
985.23,289.32,1184.11,254.4
985.24,289.26,1184.35,248
985.19,289.28,1184.17,251.5
985.2,289.35,1183.85,262
985.23,289.39,1183.73,266.5
