p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd(deg)
991.69,23.41,297.28,15.62,61.63,28.84,17.78,11.07,11.23,17.93,1156.98,0.54,0.96,11.19
991.61,23.34,297.22,15.55,61.61,28.72,17.7,11.03,11.18,17.85,1157.19,0.58,1.18,351.3
991.67,23.29,297.16,15.54,61.73,28.64,17.68,10.96,11.16,17.83,1157.46,0.75,1.72,325
991.68,23.31,297.18,15.47,61.41,28.67,17.61,11.06,11.12,17.75,1157.43,2,3.12,20.3
991.69,23.33,297.2,15.41,61.07,28.71,17.53,11.18,11.07,17.68,1157.4,2.01,3.08,18.79
991.66,23.01,296.88,15.44,62.4,28.16,17.57,10.59,11.09,17.72,1158.6,1.24,2.28,24.03
991.63,22.5,296.37,15.4,64.2,27.3,17.53,9.77,11.07,17.67,1160.58,1.29,1.8,10.28
991.59,22.03,295.9,15.44,66.22,26.53,17.57,8.96,11.09,17.72,1162.36,0.27,0.92,75.8
991.57,21.75,295.62,15.42,67.26,26.08,17.54,8.54,11.08,17.69,1163.45,0.29,0.56,60.45
991.63,21.35,295.22,15.46,69.13,25.45,17.59,7.86,11.11,17.74,1165.08,0.72,1.2,39.2
991.64,21.06,294.93,15.47,70.4,25,17.6,7.4,11.11,17.75,1166.24,0.62,1.28,34.24
991.59,20.84,294.71,15.32,70.7,24.67,17.44,7.23,11.01,17.59,1167.12,0.34,0.6,230.2
991.55,20.96,294.83,15.28,69.96,24.85,17.38,7.46,10.98,17.53,1166.62,0.33,0.6,339
991.54,20.98,294.86,15.24,69.7,24.88,17.34,7.54,10.95,17.49,1166.55,0.27,0.48,23.1
991.47,20.63,294.51,15.26,71.3,24.35,17.36,6.99,10.96,17.51,1167.85,0.32,0.72,43.41
991.45,20.21,294.09,15.24,73.1,23.73,17.34,6.38,10.95,17.49,1169.51,0.31,0.6,34.56
991.46,19.94,293.82,15.19,74.1,23.33,17.29,6.04,10.92,17.44,1170.62,0.15,0.42,339.1
991.45,19.74,293.62,15.12,74.7,23.05,17.22,5.83,10.87,17.36,1171.44,0.19,0.52,346.8
991.39,19.63,293.52,15.1,75.1,22.89,17.19,5.7,10.86,17.34,1171.82,0.31,0.68,90.2
991.37,19.34,293.23,15.09,76.4,22.48,17.17,5.31,10.85,17.32,1172.96,0.16,0.36,15.88
991.34,19.12,293.01,15.06,77.3,22.17,17.14,5.03,10.83,17.29,1173.83,0.19,0.42,104.4
991.32,18.88,292.77,15.02,78.3,21.84,17.1,4.74,10.8,17.25,1174.78,0.32,0.64,74.1
991.26,18.43,292.32,15,80.4,21.24,17.08,4.16,10.78,17.23,1176.54,0.42,0.64,46.5
991.22,18.12,292.02,14.96,81.8,20.83,17.04,3.79,10.76,17.19,1177.76,0.33,0.48,71.3
991.22,17.92,291.82,14.9,82.5,20.57,16.97,3.6,10.72,17.12,1178.6,0.82,1.46,217.2
991.25,17.71,291.6,14.83,83.2,20.3,16.89,3.41,10.67,17.04,1179.52,0.67,1.04,212.2
991.19,17.65,291.55,14.8,83.4,20.22,16.86,3.36,10.65,17.01,1179.71,0.83,1.24,205.1
991.1,17.45,291.35,14.74,84.1,19.97,16.79,3.17,10.61,16.94,1180.44,0.53,0.84,211.4
991.08,17.21,291.12,14.67,85,19.67,16.72,2.95,10.56,16.87,1181.43,0.99,1.56,216.7
991.05,17.19,291.1,14.69,85.2,19.64,16.73,2.91,10.57,16.89,1181.47,1.32,1.96,213.6
991.02,16.93,290.84,14.57,86,19.32,16.62,2.7,10.5,16.77,1182.54,1.05,1.52,210.4
990.98,16.73,290.64,14.66,87.6,19.08,16.71,2.37,10.56,16.86,1183.27,0.65,1.04,210.4
990.98,16.62,290.53,14.64,88.1,18.94,16.69,2.25,10.54,16.84,1183.73,0.58,0.94,209.7
990.99,16.41,290.32,14.56,88.8,18.69,16.6,2.09,10.48,16.75,1184.64,0.36,0.64,219.9
990.92,16.23,290.15,14.5,89.5,18.48,16.54,1.94,10.45,16.69,1185.32,0.4,0.8,110.9
990.81,16.13,290.05,14.49,90,18.36,16.53,1.84,10.44,16.68,1185.6,0.45,1.2,81.6
990.7,16.05,289.98,14.48,90.4,18.27,16.51,1.75,10.43,16.67,1185.8,0.59,1.4,69.47
990.65,15.97,289.91,14.47,90.8,18.18,16.5,1.67,10.43,16.66,1186.07,0.46,0.86,39.86
990.63,15.73,289.67,14.25,90.9,17.9,16.27,1.63,10.28,16.42,1187.14,0.75,1.04,43.92
990.57,15.54,289.48,14.21,91.8,17.68,16.23,1.45,10.26,16.39,1187.87,0.46,0.68,42.75
990.48,15.26,289.21,13.99,92.1,17.37,15.99,1.37,10.11,16.15,1189.02,0.4,0.68,151.8
990.37,15.14,289.1,13.97,92.7,17.23,15.97,1.26,10.09,16.13,1189.39,0.73,1.08,218.2
990.33,15.31,289.27,14.22,93.2,17.42,16.24,1.18,10.26,16.4,1188.52,0.54,1.08,231.6
990.23,15.42,289.39,14.16,92.2,17.55,16.18,1.37,10.22,16.34,1187.98,0.5,1.12,210.7
990.17,15.39,289.37,14.03,91.6,17.51,16.04,1.47,10.14,16.2,1188.09,0.19,0.56,336.2
990.15,15.27,289.25,13.9,91.5,17.38,15.9,1.48,10.05,16.06,1188.62,0.39,0.72,81.7
990.11,15.05,289.03,13.81,92.3,17.13,15.81,1.32,10,15.97,1189.52,0.2,0.44,21.19
990.1,14.97,288.95,13.8,92.7,17.05,15.8,1.24,9.99,15.96,1189.85,0.2,0.4,38.85
990.05,14.78,288.76,13.54,92.3,16.84,15.54,1.3,9.82,15.7,1190.69,0.12,0.24,16.26
989.93,14.61,288.6,13.28,91.7,16.65,15.27,1.38,9.65,15.43,1191.37,0.19,0.56,60.92
989.84,14.33,288.33,13.08,92.2,16.35,15.08,1.28,9.53,15.23,1192.51,0.35,0.86,140.4
989.75,14.19,288.2,13.16,93.5,16.21,15.15,1.05,9.58,15.31,1192.95,0.35,0.86,136.4
989.72,14.1,288.11,13.13,93.9,16.11,15.13,0.98,9.56,15.29,1193.3,0.28,0.52,127.4
989.69,14.04,288.05,13.12,94.2,16.05,15.12,0.93,9.56,15.28,1193.52,0.2,0.42,121.4
989.6,13.94,287.96,13.01,94.1,15.95,15.01,0.94,9.49,15.16,1193.87,0.36,0.8,43.28
989.53,13.84,287.87,12.91,94.1,15.84,14.91,0.93,9.42,15.07,1194.25,0.39,0.56,87.4
989.46,13.6,287.63,12.69,94.2,15.6,14.69,0.9,9.29,14.85,1195.26,0.49,0.92,140.1
989.39,13.4,287.44,12.55,94.6,15.4,14.56,0.83,9.21,14.72,1196.07,0.44,0.8,160
989.39,13.31,287.35,12.53,95,15.31,14.54,0.77,9.19,14.7,1196.46,0.33,0.64,140
989.4,13.32,287.35,12.6,95.4,15.32,14.61,0.7,9.24,14.77,1196.4,0.19,0.54,27.95
989.35,13.46,287.5,12.77,95.6,15.46,14.78,0.68,9.34,14.93,1195.68,0.4,0.88,76.1
989.27,13.31,287.36,12.62,95.6,15.31,14.63,0.67,9.25,14.79,1196.27,0.17,0.36,19.38
989.24,13.11,287.16,12.44,95.7,15.11,14.46,0.65,9.14,14.61,1197.15,0.3,0.64,177.8
989.16,12.81,286.86,12.11,95.5,14.81,14.15,0.67,8.94,14.3,1198.45,0.35,0.76,190.9
989.12,12.56,286.62,11.89,95.7,14.57,13.94,0.63,8.82,14.1,1199.54,0.39,0.8,142.9
989.13,12.55,286.6,11.93,96,14.56,13.98,0.58,8.84,14.13,1199.58,0.34,1.08,131.5
989.11,12.54,286.6,11.94,96.1,14.55,13.98,0.57,8.84,14.14,1199.6,0.42,0.9,136.2
989.09,12.54,286.6,11.92,96,14.55,13.97,0.58,8.83,14.12,1199.58,0.72,1.44,118.1
989,12.51,286.58,11.92,96.2,14.52,13.97,0.55,8.83,14.13,1199.6,0.35,0.84,80.1
988.96,12.63,286.7,12.03,96.1,14.64,14.07,0.57,8.9,14.22,1199,0.52,1.04,108.5
988.92,12.91,286.98,12.26,95.8,14.91,14.28,0.63,9.03,14.44,1197.68,0.39,0.92,123
988.92,13.59,287.67,12.77,94.8,15.59,14.78,0.81,9.35,14.94,1194.61,0.54,1.24,126.2
988.9,13.94,288.02,12.78,92.7,15.95,14.78,1.16,9.35,14.95,1193.13,0.53,0.9,130.4
988.82,14.51,288.6,12.72,89,16.55,14.73,1.82,9.32,14.89,1190.69,0.47,0.92,128.2
988.75,14.88,288.97,12.58,86.1,16.95,14.59,2.36,9.23,14.76,1189.14,0.58,1.08,125.3
988.65,14.91,289.01,12.56,85.8,16.98,14.57,2.41,9.22,14.74,1188.91,0.88,2.12,121.9
988.57,14.77,288.88,12.68,87.3,16.83,14.69,2.14,9.29,14.86,1189.33,1,1.72,129
988.47,15.73,289.85,13.27,85.3,17.9,15.27,2.63,9.66,15.45,1184.99,0.46,0.96,139.2
988.45,16.86,290.99,13.37,79.9,19.24,15.37,3.87,9.73,15.55,1180.31,0.47,0.92,138.9
988.43,17.21,291.34,13.54,79,19.67,15.54,4.13,9.84,15.72,1178.78,0.76,1.52,164.3
988.36,17.55,291.69,13.77,78.5,20.09,15.77,4.32,9.99,15.96,1177.21,0.78,1.28,179.6
988.27,17.77,291.91,13.87,77.9,20.37,15.87,4.5,10.05,16.06,1176.17,0.93,1.76,196.2
988.25,17.99,292.14,13.98,77.4,20.66,15.99,4.67,10.13,16.18,1175.21,1.17,2.04,195.3
988.22,18.4,292.55,14.1,76,21.2,16.11,5.09,10.2,16.3,1173.46,1.27,1.8,191.5
988.14,18.93,293.09,14.18,73.9,21.91,16.19,5.72,10.26,16.39,1171.2,1.69,2.96,158.3
988.05,19.56,293.73,14.29,71.6,22.79,16.32,6.47,10.34,16.51,1168.52,1.67,2.6,145.7
987.99,19.77,293.94,14.37,71,23.09,16.39,6.7,10.39,16.59,1167.57,1.55,2.56,125.9
987.94,20.13,294.31,14.45,69.82,23.61,16.48,7.13,10.44,16.69,1166.04,1.92,2.76,124.1
987.9,20.39,294.57,14.52,69.01,23.99,16.56,7.43,10.49,16.76,1164.93,1.83,2.88,137.5
987.78,21.49,295.69,14.59,64.79,25.67,16.63,9.04,10.54,16.84,1160.4,2.42,3.56,156.2
987.65,22.04,296.25,14.71,63.14,26.55,16.76,9.78,10.62,16.97,1158.03,2.16,3.54,144.8
987.59,22.62,296.84,14.82,61.4,27.5,16.88,10.61,10.7,17.1,1155.63,2.52,3.36,150.5
987.52,22.87,297.1,14.72,60.06,27.92,16.77,11.15,10.63,16.98,1154.63,3.34,4.92,150.5
987.44,23.19,297.42,14.79,59.2,28.46,16.85,11.61,10.68,17.07,1153.25,2.74,4.44,155
987.36,23.5,297.74,14.83,58.24,29,16.89,12.11,10.71,17.11,1151.93,2.48,4.32,153.1
987.17,23.93,298.19,14.79,56.62,29.76,16.85,12.91,10.69,17.07,1150.06,2.31,4.62,137.7
987.03,24.31,298.58,14.89,55.69,30.45,16.96,13.49,10.76,17.18,1148.38,2.57,4.12,153.3
987.07,24.7,298.97,14.97,54.7,31.17,17.05,14.12,10.81,17.27,1146.88,2.11,3.96,138
986.96,24.57,298.85,14.93,54.97,30.92,17,13.93,10.78,17.22,1147.28,2.54,4.48,112.1
986.83,24.92,299.21,15.02,54.15,31.58,17.1,14.48,10.85,17.33,1145.73,2.7,4.92,117.2
986.77,25.5,299.8,14.68,51.18,32.68,16.73,15.96,10.61,16.95,1143.6,2.55,4.08,160.2
986.73,25.88,300.18,14.43,49.24,33.43,16.46,16.97,10.44,16.68,1142.22,2.42,3.56,179.2
986.65,26.05,300.36,13.95,47.27,33.77,15.96,17.8,10.12,16.18,1141.7,2.78,4.8,198.3
986.59,26.16,300.48,14.02,47.18,33.99,16.03,17.95,10.17,16.25,1141.18,2.58,5.04,192.8
986.48,26.27,300.6,14.36,47.9,34.21,16.39,17.82,10.4,16.61,1140.48,3.5,5.64,168.6
986.42,26.37,300.7,14.27,47.34,34.41,16.29,18.12,10.34,16.51,1140.07,3.89,5.36,149.4
986.44,26.6,300.93,14.11,46.23,34.88,16.12,18.75,10.23,16.35,1139.29,4.23,7,157.4
986.42,26.74,301.08,14.12,45.89,35.17,16.14,19.03,10.24,16.36,1138.73,3.41,5.72,160
986.36,26.62,300.96,14.04,45.96,34.92,16.05,18.87,10.18,16.27,1139.15,3.11,4.64,176.3
986.27,27.08,301.43,13.75,43.91,35.88,15.75,20.12,10,15.97,1137.43,3.25,4.88,178.4
986.17,27.16,301.52,13.67,43.46,36.04,15.66,20.38,9.94,15.88,1137.05,3.35,5.84,180.4
986,27.5,301.87,13.66,42.58,36.77,15.66,21.11,9.94,15.88,1135.57,2.47,5.24,169
985.92,27.73,302.11,13.46,41.47,37.26,15.45,21.81,9.81,15.67,1134.7,2.98,5.2,181.4
985.79,27.68,302.07,13.49,41.67,37.16,15.48,21.67,9.83,15.71,1134.73,3.13,5.68,172.3
985.79,27.75,302.14,13.4,41.27,37.31,15.4,21.91,9.77,15.62,1134.5,3.06,4.88,167.4
985.71,27.81,302.21,13.08,40.27,37.44,15.08,22.36,9.57,15.3,1134.32,4.1,6.28,181.4
985.64,27.74,302.15,13.34,41.14,37.29,15.34,21.95,9.74,15.56,1134.39,4.32,7.32,169.6
985.67,27.72,302.12,13.25,40.94,37.24,15.25,22,9.68,15.47,1134.54,2.99,4.96,183.9
985.63,27.82,302.23,13.24,40.67,37.46,15.24,22.23,9.67,15.46,1134.12,4.7,6.58,192.4
985.6,27.76,302.17,13.3,40.97,37.33,15.29,22.04,9.71,15.52,1134.29,3.83,7.2,179.1
985.53,28.04,302.46,13.65,41.25,37.94,15.65,22.29,9.94,15.88,1133,4.46,6.72,178
985.49,28.06,302.48,13.82,41.65,37.99,15.82,22.17,10.05,16.06,1132.8,3.26,5.24,165.6
985.42,28.3,302.73,13.92,41.34,38.52,15.92,22.6,10.11,16.16,1131.77,3.25,5.8,179.5
985.42,28.19,302.62,13.75,41.15,38.28,15.75,22.53,10,15.98,1132.26,3.56,5.36,198.3
985.4,28.23,302.66,13.95,41.58,38.37,15.95,22.41,10.13,16.19,1132,3.54,5.32,187.8
985.3,28.23,302.67,14.04,41.83,38.37,16.05,22.32,10.19,16.29,1131.84,2.84,5.48,182.4
985.22,28.43,302.88,14.26,41.95,38.81,16.28,22.53,10.34,16.53,1130.9,2.63,4.8,201.2
985.2,28.36,302.81,14.39,42.47,38.66,16.42,22.24,10.43,16.66,1131.08,3.08,4.8,228.2
985.18,28.24,302.69,14.49,43.05,38.39,16.53,21.86,10.5,16.77,1131.46,2.81,4.08,201.7
985.19,28.33,302.78,14.62,43.19,38.59,16.67,21.92,10.59,16.92,1131.07,2.17,4.4,211
985.19,28.36,302.81,14.83,43.69,38.66,16.89,21.77,10.73,17.14,1130.86,2.84,4.48,179.3
985.24,28.18,302.62,14.86,44.23,38.25,16.92,21.33,10.75,17.17,1131.58,3.31,4.84,180.4
985.2,28.17,302.62,14.86,44.27,38.23,16.93,21.31,10.76,17.18,1131.57,2.54,4,181.4
985.28,28.06,302.5,14.51,43.56,37.99,16.55,21.44,10.51,16.79,1132.24,2.84,5.36,213.7
985.31,27.83,302.27,14.33,43.63,37.48,16.35,21.13,10.39,16.6,1133.22,2.9,5,223.6
985.34,27.58,302.01,14.39,44.46,36.94,16.42,20.52,10.43,16.67,1134.17,2.88,4.36,223.5
985.39,27.32,301.75,14.54,45.57,36.38,16.58,19.8,10.53,16.83,1135.14,3.03,4.72,231.4
985.36,27.18,301.61,14.72,46.48,36.09,16.77,19.31,10.66,17.02,1135.55,2.24,3.3,234.9
985.4,26.95,301.38,14.88,47.59,35.6,16.94,18.66,10.77,17.19,1136.39,2.51,4.52,229.3
985.33,26.45,300.88,15.08,49.64,34.57,17.16,17.41,10.91,17.42,1138.11,1.82,2.96,231
985.33,26.11,300.54,15.21,51.1,33.89,17.32,16.57,11,17.57,1139.34,1.63,2.2,236.5
985.38,25.81,300.23,15.3,52.31,33.29,17.41,15.88,11.07,17.67,1140.5,1.52,2.32,238.3
985.43,25.5,299.92,15.37,53.51,32.68,17.49,15.2,11.11,17.75,1141.7,1.92,2.52,240.8
985.47,25.25,299.66,15.38,54.36,32.2,17.51,14.7,11.12,17.76,1142.7,1.53,2.4,240.9
985.57,24.94,299.34,15.37,55.33,31.61,17.49,14.12,11.11,17.75,1144.01,1.81,2.48,237
985.67,24.46,298.85,15.38,56.96,30.72,17.5,13.22,11.12,17.75,1145.97,2.44,2.8,227.9
985.78,24.14,298.52,15.31,57.8,30.14,17.42,12.72,11.07,17.67,1147.37,2.42,2.84,234.3
985.9,24.03,298.4,15.26,58.02,29.94,17.37,12.57,11.03,17.62,1147.95,2.44,2.96,233.4
985.99,23.9,298.26,15.21,58.26,29.71,17.31,12.4,10.99,17.55,1148.59,2.16,2.48,242.2
986.04,23.96,298.32,15.14,57.8,29.81,17.23,12.58,10.94,17.48,1148.45,1.96,2.46,249.4
986.05,24.32,298.68,15.09,56.38,30.47,17.18,13.29,10.91,17.42,1147.1,1.94,2.4,249.1
986.16,24.24,298.59,15.12,56.75,30.32,17.21,13.11,10.92,17.45,1147.52,1.49,2.48,258.4
986.21,23.1,297.44,15.25,61.3,28.31,17.35,10.96,11.02,17.6,1151.93,0.78,1.76,103.8
986.32,22.25,296.58,15.13,64.05,26.89,17.22,9.67,10.93,17.46,1155.43,1.42,1.96,230.8
986.41,21.94,296.26,15.23,65.68,26.38,17.33,9.06,11,17.57,1156.71,1.17,1.88,225
986.42,21.85,296.17,15.27,66.21,26.24,17.37,8.87,11.03,17.61,1157.05,1.3,2.32,229.9
986.41,22.02,296.34,14.93,64.13,26.51,17,9.51,10.79,17.24,1156.54,1.86,2.4,239.5
986.47,21.52,295.83,14.98,66.31,25.72,17.05,8.66,10.82,17.29,1158.55,1.1,2.36,204.6
986.61,21.16,295.46,15.06,68.15,25.16,17.14,8.01,10.88,17.38,1160.09,1.86,3.12,220.1
986.67,21.06,295.35,15.25,69.42,25,17.36,7.65,11.01,17.59,1160.46,0.89,1.44,215.3
986.62,21.05,295.35,15.29,69.62,24.99,17.4,7.59,11.04,17.63,1160.42,0.27,0.64,83.1
986.63,20.77,295.06,15.21,70.5,24.56,17.31,7.25,10.99,17.55,1161.58,0.17,0.42,310.3
986.68,20.21,294.5,14.85,71.3,23.73,16.92,6.81,10.73,17.15,1164.03,1.38,2.24,210.2
986.76,20.29,294.57,14.73,70.4,23.84,16.79,7.06,10.65,17.01,1163.87,1.26,1.72,210.7
986.82,20.11,294.38,14.71,71.1,23.58,16.77,6.81,10.64,16.99,1164.66,0.89,1.6,194.5
986.9,20.13,294.4,14.71,71,23.61,16.76,6.85,10.63,16.98,1164.68,0.36,1.28,285.3
986.94,19.67,293.93,14.68,72.9,22.95,16.73,6.22,10.61,16.95,1166.57,0.77,1.48,185.4
987,19.35,293.61,14.75,74.7,22.49,16.8,5.69,10.66,17.02,1167.89,0.8,1.14,223.8
987.08,19.14,293.39,14.67,75.3,22.2,16.72,5.48,10.6,16.94,1168.86,0.91,1.4,208.1
987.2,19.17,293.41,14.6,74.8,22.24,16.64,5.61,10.55,16.85,1168.92,0.75,1.06,188
987.27,18.86,293.09,14.66,76.6,21.82,16.71,5.11,10.6,16.93,1170.21,0.83,1.16,138.5
987.3,18.46,292.69,14.83,79.4,21.28,16.89,4.38,10.71,17.11,1171.77,0.57,1.5,132.7
987.42,18.14,292.36,14.89,81.3,20.85,16.95,3.9,10.75,17.17,1173.17,0.97,1.76,155.6
987.52,17.91,292.12,14.83,82.2,20.56,16.9,3.66,10.71,17.11,1174.25,0.43,0.88,185.2
987.58,17.94,292.14,14.88,82.3,20.59,16.95,3.65,10.74,17.16,1174.17,0.72,1.64,161.4
987.63,17.86,292.06,14.94,83,20.49,17.01,3.48,10.78,17.22,1174.53,1.01,1.84,179.5
987.66,17.73,291.92,14.9,83.5,20.32,16.97,3.35,10.76,17.18,1175.11,0.67,1.48,145.1
987.68,17.57,291.76,14.87,84.2,20.12,16.94,3.18,10.74,17.15,1175.79,0.8,1.56,64.57
987.71,17.55,291.74,14.84,84.1,20.09,16.9,3.19,10.71,17.11,1175.93,0.29,0.96,27.8
987.8,17.51,291.69,14.83,84.3,20.04,16.9,3.15,10.71,17.11,1176.2,0.45,0.82,228.8
987.9,17.48,291.65,14.82,84.4,20.01,16.88,3.12,10.7,17.09,1176.44,0.38,0.72,271.5
987.93,17.64,291.81,14.83,83.6,20.21,16.89,3.31,10.71,17.1,1175.83,0.42,0.96,48.35
987.97,17.52,291.69,14.75,83.8,20.06,16.81,3.25,10.65,17.01,1176.4,0.4,0.96,95.6
988.04,17.29,291.45,14.66,84.5,19.77,16.7,3.06,10.58,16.91,1177.46,0.46,1.22,205.7
988.06,17.14,291.3,14.73,85.7,19.58,16.78,2.8,10.63,16.98,1178.06,0.58,1.04,203.8
988.07,17.01,291.17,14.73,86.4,19.42,16.78,2.64,10.63,16.98,1178.6,0.62,1.28,211.2
988.08,16.77,290.93,14.67,87.4,19.13,16.72,2.41,10.59,16.92,1179.62,1.03,1.68,211.3
988.09,16.59,290.74,14.63,88.2,18.91,16.68,2.23,10.57,16.88,1180.38,0.81,1.52,217.2
988.17,16.53,290.68,14.64,88.6,18.84,16.69,2.15,10.57,16.89,1180.72,0.77,1.6,211.5
988.26,16.51,290.65,14.61,88.5,18.81,16.65,2.16,10.55,16.85,1180.92,0.82,1.68,184.6
988.34,16.39,290.52,14.57,89,18.67,16.62,2.05,10.52,16.81,1181.52,0.63,1.44,214.8
988.41,16.26,290.39,14.58,89.8,18.51,16.63,1.89,10.53,16.82,1182.13,0.54,1.32,247
988.45,16.31,290.43,14.56,89.4,18.57,16.61,1.97,10.52,16.8,1181.99,0.43,0.96,261.4
988.49,16.34,290.46,14.51,88.9,18.61,16.54,2.07,10.48,16.74,1181.94,0.35,0.68,246.8
988.57,16.36,290.47,14.54,89,18.63,16.58,2.05,10.5,16.78,1181.94,0.62,0.92,230.4
988.6,16.41,290.52,14.51,88.5,18.69,16.54,2.15,10.47,16.73,1181.79,0.61,1.04,208.4
988.68,16.38,290.48,14.51,88.7,18.66,16.55,2.11,10.48,16.74,1182,0.89,1.64,220.7
988.74,16.32,290.42,14.47,88.8,18.59,16.5,2.08,10.45,16.69,1182.34,0.61,1.12,129
988.74,16.19,290.29,14.41,89.2,18.43,16.44,1.99,10.41,16.63,1182.9,0.3,0.7,280.8
988.82,16.08,290.17,14.41,89.8,18.3,16.44,1.87,10.4,16.62,1183.45,0.55,1.3,193.6
988.86,16.01,290.1,14.39,90.1,18.22,16.42,1.8,10.39,16.6,1183.79,0.38,0.96,66.12
988.88,16.01,290.1,14.42,90.3,18.22,16.45,1.77,10.42,16.64,1183.8,0.29,0.72,29.96
988.94,16.14,290.22,14.43,89.6,18.37,16.46,1.91,10.42,16.65,1183.34,0.36,0.74,97.8
989.01,16.24,290.32,14.46,89.2,18.49,16.49,2,10.44,16.68,1183,0.35,0.72,94.7
989.11,16.3,290.37,14.43,88.7,18.56,16.46,2.1,10.42,16.65,1182.89,0.49,0.84,87.9
989.13,16.31,290.38,14.44,88.7,18.57,16.48,2.1,10.43,16.66,1182.87,0.22,0.8,49.54
989.16,16.24,290.3,14.36,88.6,18.49,16.38,2.11,10.37,16.56,1183.23,0.15,0.32,66.51
989.27,16.07,290.12,14.29,89.2,18.29,16.32,1.98,10.32,16.49,1184.09,0.37,0.74,235.2
989.39,15.97,290.01,14.32,89.9,18.18,16.34,1.84,10.34,16.51,1184.63,0.6,1.16,243.7
989.53,15.94,289.97,14.27,89.8,18.14,16.29,1.85,10.3,16.46,1184.95,0.43,0.76,195.7
989.6,15.79,289.82,14.09,89.6,17.97,16.1,1.87,10.18,16.27,1185.73,0.52,1.2,143.1
989.72,15.41,289.42,13.95,91,17.53,15.96,1.58,10.09,16.12,1187.5,1.25,1.72,141.6
989.81,15.43,289.44,14.12,91.9,17.56,16.14,1.42,10.2,16.3,1187.45,0.34,0.88,343.3
989.91,15.6,289.6,14.09,90.7,17.75,16.1,1.65,10.18,16.26,1186.89,0.46,0.84,182.9
989.98,15.45,289.44,14.01,91.1,17.58,16.02,1.56,10.12,16.18,1187.63,0.43,0.7,208.1
990.03,15.64,289.63,14.21,91.2,17.8,16.23,1.57,10.26,16.39,1186.81,0.57,1.04,212.6
990.11,15.77,289.75,14.2,90.4,17.94,16.22,1.72,10.25,16.38,1186.37,0.42,0.96,223.6
990.21,15.95,289.92,14.26,89.7,18.15,16.28,1.87,10.29,16.44,1185.73,0.41,1.08,128.2
990.32,16.21,290.18,14.34,88.7,18.46,16.37,2.09,10.35,16.53,1184.75,0.18,0.44,352.7
990.42,16.49,290.45,14.37,87.3,18.79,16.4,2.39,10.37,16.56,1183.71,0.3,0.64,76.6
990.5,16.8,290.75,14.45,86,19.16,16.48,2.68,10.41,16.64,1182.51,0.31,0.68,97
990.58,17.4,291.35,14.65,83.9,19.9,16.7,3.2,10.55,16.86,1180.06,0.61,1.6,93.1
990.67,18.16,292.1,14.87,81.1,20.88,16.93,3.95,10.7,17.09,1176.99,0.91,1.56,129.2
990.79,18.52,292.45,15.03,80.1,21.36,17.11,4.25,10.81,17.27,1175.6,0.79,1.76,126.6
990.94,18.97,292.89,14.95,77.5,21.97,17.02,4.94,10.76,17.18,1174,1.32,1.88,139.8
991.04,19.77,293.69,15.17,74.8,23.09,17.27,5.82,10.91,17.43,1170.81,0.8,1.74,120.7
991.03,20.43,294.35,15.32,72.5,24.05,17.44,6.61,11.02,17.59,1168.09,1,1.76,137.7
991.06,20.95,294.87,15.41,70.6,24.83,17.53,7.3,11.08,17.69,1166.02,0.81,1.46,122.7
991.14,21.76,295.67,15.6,68,26.1,17.75,8.35,11.21,17.9,1162.81,0.69,1.48,131.2
991.2,21.87,295.78,15.67,67.87,26.27,17.83,8.44,11.27,17.99,1162.41,1.48,2.52,111.5
991.22,21.87,295.78,15.64,67.73,26.27,17.79,8.48,11.24,17.95,1162.45,1.12,2.12,159.4
991.22,22.23,296.14,15.6,66.09,26.86,17.75,9.11,11.21,17.91,1161.06,1.24,2.24,84.8
991.23,22.35,296.26,15.35,64.59,27.05,17.47,9.58,11.04,17.63,1160.72,2.4,4.16,52.27
991.31,22.86,296.76,15.49,63.17,27.9,17.63,10.28,11.13,17.78,1158.75,0.88,2.1,137.1
991.33,23.55,297.45,15.52,60.72,29.09,17.66,11.43,11.16,17.82,1156.06,0.96,2.08,180.4
991.32,23.66,297.56,15.44,59.99,29.28,17.57,11.72,11.1,17.72,1155.66,1.02,2.16,304.2
991.32,23.55,297.45,15.13,59.21,29.09,17.22,11.87,10.88,17.37,1156.24,1.51,3.2,44.44
991.32,23.34,297.24,14.74,58.46,28.72,16.79,11.93,10.6,16.94,1157.25,3.08,4.84,51.52
991.3,23.38,297.28,14.84,58.7,28.79,16.9,11.89,10.67,17.05,1157.02,2.5,3.88,67.67
991.25,23.66,297.57,14.98,58.26,29.28,17.06,12.22,10.77,17.21,1155.8,2.44,4.48,49.77
991.23,23.58,297.49,14.83,57.96,29.14,16.89,12.25,10.67,17.04,1156.17,2.41,4.1,47.36
991.22,23.8,297.71,14.75,56.91,29.53,16.81,12.72,10.61,16.95,1155.34,2,3.72,50.2
991.17,24.12,298.04,14.9,56.38,30.1,16.97,13.13,10.72,17.12,1153.96,2.3,4.4,20.01
991.08,24.15,298.07,14.93,56.36,30.16,17,13.16,10.74,17.15,1153.73,2.73,4.44,34.51
991.08,24.41,298.33,14.37,53.55,30.63,16.4,14.23,10.36,16.55,1152.98,2.1,4.96,29.93
991.08,24.35,298.27,14.06,52.67,30.52,16.07,14.45,10.15,16.22,1153.36,2.74,3.84,42.85
